"All_three_doses_uptake"	"Antibody_tests"	"Antibody_tests_capacity"	"Antibody_tests_relative_to_capacity"	"Bus_activity"	"Cumulative_COVID_19_deaths_on_certificate"	"Deaths_with_COVID_on_certificate"	"Deaths_with_COVID_on_certificate_22_days_forward"	"Deaths_within_28_days_of_COVID"	"Deaths_within_28_days_of_COVID_21_days_forward"	"Excess_mortality"	"Face_masks"	"First_dose_uptake"	"Flight_activity"	"Grocery_and_pharmacy_visits"	"Homeworking_activity"	"Hospital_admissions"	"Hospital_admissions_14_days_forward"	"Journeys_activity"	"Leisure_activity"	"Majority_COVID_19_variant"	"New_infections_7_days_ahead"	"New_infentions"	"Park_visits"	"Patients_in_hospital"	"Patients_in_hospital_14_days_forward"	"Patients_in_MVBs"	"Patients_in_MVBs_14_days_forward"	"PCR_tests"	"PCR_tests_capacity"	"PCR_tests_relative_to_capacity"	"Pillar_1_tests"	"Pillar_1_tests_capacity"	"Pillar_1_tests_relative_to_capacity"	"Pillar_2_tests"	"Pillar_2_tests_capacity"	"Pillar_2_tests_relative_to_capacity"	"Pillar_3_tests"	"Pillar_3_tests_capacity"	"Pillar_3_tests_relative_to_capacity"	"Pillar_4_tests"	"Pillar_4_tests_capacity"	"Pillar_4_tests_relative_to_capacity"	"Positive_tests"	"Positive_tests_7_days_ahead"	"Positive_tests_previous_day"	"Reinfections"	"Reinfections_7_days_ahead"	"Restaurant_bookings"	"Retail_and_recreation_activity"	"Schools"	"Season"	"Second_dose_uptake"	"Tests_across_all_4_Pillars"	"Third_dose_uptake"	"Transit_stations_activity"	"Transportation_activity"	"Tube_activity"	"Vaccinations_first_dose"	"Vaccinations_second_dose"	"Vaccinations_third_dose"	"Vaccinations_total"	"Walking_activity"	"Work_and_school_activity"	"Workplace_activity"
1	0	2	0	3	3	1	1	1	0	0	2	0	0	3	1	1	0	2	0	1	3	3	1	1	1	0	0	3	0	0	0	0	1	3	0	3	0	1	0	4	0	1	3	3	3	3	3	0	3	1	3	0	3	1	3	2	3	1	0	3	3	2	2	0
1	0	2	0	3	3	0	0	1	1	0	2	0	0	3	1	1	0	2	0	1	3	3	1	1	1	0	0	3	0	0	3	0	0	3	0	3	0	1	0	4	0	4	3	3	3	3	3	0	3	1	3	0	3	1	3	2	3	1	0	3	3	2	2	0
3	1	2	1	3	3	1	0	1	1	0	2	0	0	3	1	1	0	2	0	1	3	3	1	1	1	0	0	3	0	0	3	0	0	3	0	3	1	1	1	4	0	1	3	3	3	3	3	0	3	1	0	0	3	4	3	2	3	1	0	3	3	2	2	0
3	3	2	3	3	3	0	1	1	1	0	1	0	0	3	1	1	0	2	0	1	3	3	1	1	1	0	0	0	0	1	3	0	0	3	0	3	1	1	1	0	0	1	3	3	3	3	3	0	3	1	0	0	3	4	3	2	3	1	1	3	0	2	2	0
3	4	2	4	3	3	0	0	1	1	0	1	0	0	0	4	1	1	2	0	1	3	3	1	1	1	0	0	3	0	0	1	0	4	3	0	3	4	1	4	3	0	0	3	3	0	0	3	3	3	1	0	0	3	4	3	2	3	1	1	3	0	2	2	3
3	4	2	4	3	3	1	1	1	1	0	1	0	0	0	4	1	1	2	0	1	3	0	4	1	1	0	0	3	0	0	1	0	4	0	0	0	4	1	4	0	2	4	0	3	3	0	3	3	3	1	0	0	0	4	3	2	3	1	0	3	3	2	2	3
3	0	2	0	3	3	0	1	0	1	0	1	0	0	3	1	1	1	2	0	1	3	3	1	1	1	0	0	3	0	0	0	0	1	0	0	0	1	1	1	0	2	1	3	3	3	0	3	3	3	1	0	0	0	4	3	2	0	1	1	3	0	2	2	0
3	0	2	0	3	3	0	0	0	1	0	1	0	0	3	1	1	0	2	3	1	3	3	0	1	1	0	0	3	0	3	3	0	1	3	0	3	1	1	1	0	0	1	3	3	3	0	3	3	3	1	0	0	3	4	3	2	3	1	1	3	3	2	2	0
3	1	2	1	3	3	1	1	1	1	0	1	0	0	3	1	0	0	2	0	1	3	3	1	1	1	0	0	3	0	3	3	0	0	3	0	3	1	1	1	4	0	1	3	3	3	3	3	3	3	1	0	0	3	4	3	2	3	1	1	3	3	2	2	0
3	1	2	1	3	3	0	1	0	1	0	1	0	0	3	1	1	0	2	0	1	3	3	1	0	1	0	0	3	0	0	3	0	0	0	0	0	1	1	1	1	0	0	3	3	3	3	3	3	3	1	0	0	0	4	3	2	3	1	1	3	0	2	2	0
3	1	2	1	3	3	0	0	1	1	0	1	0	0	3	1	1	0	2	0	1	3	3	0	0	1	0	0	0	0	0	3	0	0	3	0	3	1	1	1	1	0	0	3	3	0	3	3	0	3	1	0	0	3	4	3	2	3	1	1	3	0	2	2	0
3	4	2	4	3	3	1	1	1	1	3	1	0	0	0	4	1	1	2	0	1	3	3	1	0	1	0	0	3	0	3	1	0	4	3	0	3	4	1	4	3	0	3	0	3	0	0	0	3	3	1	0	0	3	4	3	2	3	1	4	0	0	2	2	3
3	0	2	0	3	3	0	0	1	1	3	1	0	0	0	4	1	1	2	0	1	0	0	1	0	1	0	0	3	1	0	1	0	4	0	0	0	4	1	4	1	0	0	0	0	3	0	0	3	3	1	0	0	0	4	3	2	3	1	1	3	3	2	2	3
3	0	2	0	3	3	0	1	1	1	3	1	0	0	3	1	1	1	2	0	1	3	3	1	0	1	0	0	3	0	0	3	0	1	0	0	3	1	1	1	0	0	3	3	3	3	0	0	3	3	1	0	0	0	4	3	2	3	1	1	3	0	2	2	0
3	1	2	1	3	3	0	1	0	1	3	1	0	0	3	1	1	1	2	3	1	3	3	0	0	1	0	0	3	0	3	3	0	0	3	0	3	1	1	1	1	0	0	3	3	3	0	0	3	3	1	0	0	3	4	3	2	3	1	1	3	3	2	2	0
3	0	2	0	3	3	0	0	1	1	3	1	0	0	3	1	1	1	2	3	1	3	3	0	0	1	0	0	3	0	3	3	0	0	3	0	3	0	1	0	4	0	0	3	3	3	0	3	3	3	1	0	0	3	4	3	2	3	1	1	3	3	2	2	0
3	0	2	0	3	3	0	0	0	1	3	1	0	0	3	1	0	1	2	0	1	3	3	1	0	1	0	0	3	0	0	3	0	0	0	0	0	1	1	1	1	0	0	3	3	3	3	3	3	3	1	0	0	0	4	3	2	3	1	1	3	0	2	2	0
3	1	2	1	3	3	0	0	0	0	3	1	0	0	3	1	1	1	2	0	1	3	3	0	0	1	0	0	0	0	1	3	0	1	0	0	3	4	1	4	1	0	0	3	3	0	3	3	0	3	1	0	0	3	4	3	2	3	1	1	3	0	2	2	0
3	4	2	4	3	3	0	0	1	1	3	1	0	0	0	4	1	1	2	0	1	3	0	1	0	1	0	0	0	3	1	1	0	4	0	3	0	4	1	4	1	0	0	0	0	0	0	0	3	3	1	0	0	0	4	3	2	3	1	1	0	0	2	2	3
3	4	2	4	3	3	0	1	0	0	3	1	0	0	3	4	1	1	2	0	1	0	0	1	0	1	0	0	0	3	1	1	0	4	0	3	1	4	1	4	0	0	3	0	0	3	0	0	3	3	1	0	0	0	4	3	2	3	1	1	3	3	2	2	3
3	0	2	0	3	3	0	0	0	0	3	1	0	0	3	1	0	1	2	0	1	3	3	4	0	1	0	0	3	3	1	0	0	1	0	3	0	1	1	1	0	0	3	3	3	3	0	0	3	3	1	0	0	0	4	3	2	0	1	1	3	0	2	2	0
3	0	2	0	3	3	0	0	0	1	3	1	0	0	3	1	0	1	2	3	1	3	3	0	0	1	0	0	3	3	0	0	0	1	3	3	0	1	1	1	3	0	3	3	3	3	0	0	3	3	1	0	0	3	4	3	2	3	0	1	3	3	2	2	0
3	0	2	0	3	3	0	1	0	1	3	1	0	0	3	1	0	0	2	0	1	3	3	1	0	1	0	0	3	3	0	3	0	0	3	3	0	1	1	1	1	0	0	3	3	3	0	0	3	3	1	0	0	3	4	3	2	3	0	0	3	3	2	2	0
3	1	2	1	3	3	0	0	0	1	3	1	0	0	3	1	0	1	2	0	1	3	3	0	0	0	0	0	3	3	0	3	0	3	0	3	0	1	1	1	1	0	0	3	3	3	0	3	0	3	1	0	0	0	4	3	2	3	0	1	3	0	3	2	0
3	1	2	1	3	3	0	1	0	1	3	1	0	0	3	1	0	1	2	0	1	3	3	0	0	0	0	0	0	3	4	3	1	0	3	3	0	1	1	1	1	0	0	3	3	0	0	3	0	3	1	0	0	3	4	3	2	0	1	1	0	0	3	2	0
3	4	2	4	3	3	0	0	0	1	3	1	0	0	0	4	0	1	2	3	1	0	0	0	0	0	0	0	1	3	4	0	1	1	0	3	0	4	1	4	0	0	0	0	0	0	0	0	3	3	1	0	0	0	4	3	2	3	1	4	0	0	3	2	3
3	4	2	4	3	3	0	0	0	1	3	1	0	0	0	4	1	1	2	0	1	0	0	1	0	0	0	0	0	3	1	1	1	4	0	3	1	4	1	4	1	0	0	0	0	0	0	0	3	3	1	0	0	0	4	3	2	3	0	1	3	3	3	2	3
3	0	2	0	0	3	0	1	0	0	3	1	0	0	3	1	1	1	2	3	1	3	0	0	0	0	0	0	3	3	1	0	1	1	0	3	0	1	1	1	3	0	1	0	3	0	0	0	3	3	1	0	0	0	4	3	2	3	0	1	3	0	3	2	0
3	0	2	0	0	3	0	0	0	0	3	1	0	0	3	1	0	1	2	0	1	3	0	1	0	0	3	0	3	3	1	0	1	1	0	3	0	1	1	1	3	0	1	0	3	0	0	0	3	3	1	0	0	0	4	3	2	3	0	1	3	0	3	2	0
3	1	2	1	0	3	0	0	0	1	3	1	0	0	3	1	0	1	2	0	1	3	0	1	0	0	0	0	3	3	1	3	1	0	3	3	0	1	1	1	3	2	4	0	3	3	0	0	3	3	1	0	0	3	4	3	2	3	0	1	3	0	3	2	0
3	0	2	0	0	3	0	1	0	0	3	1	0	2	3	1	0	0	2	3	1	3	3	0	0	0	0	0	3	3	1	3	1	3	0	3	0	1	1	1	0	2	4	3	3	3	0	0	3	3	1	0	0	0	4	3	2	3	0	1	3	0	3	2	0
3	1	2	1	0	0	0	0	0	1	3	1	0	2	3	1	0	1	2	0	1	3	3	0	0	0	3	0	1	3	4	3	1	0	0	3	0	1	1	1	1	0	0	3	3	0	0	0	0	3	1	0	0	0	4	3	2	0	0	1	0	0	3	2	0
3	4	2	4	3	0	0	0	0	1	0	1	0	2	0	4	0	1	2	0	1	0	0	4	0	0	0	0	0	3	4	1	1	4	3	3	0	4	1	4	1	0	0	0	0	0	0	0	3	3	1	0	0	3	4	3	2	3	1	4	0	1	3	2	3
3	4	2	4	3	0	0	1	0	1	0	1	0	2	3	4	0	1	2	0	1	0	0	4	0	0	0	0	0	3	1	1	1	4	0	3	1	4	1	4	3	2	4	0	0	3	0	0	3	3	1	0	0	0	4	3	2	3	0	1	3	3	3	2	3
3	1	2	1	0	0	0	0	0	1	0	1	0	2	3	1	0	0	2	0	1	0	3	1	0	0	0	0	3	3	1	0	1	1	0	3	0	1	1	1	3	2	4	3	0	3	0	0	3	3	1	0	0	0	4	3	2	3	0	1	3	0	3	0	1
3	0	2	0	0	0	0	0	0	0	0	1	0	2	3	1	0	0	2	3	1	0	3	0	0	0	0	0	3	3	1	0	0	1	0	3	0	0	1	0	3	2	1	3	0	3	0	0	3	3	1	0	0	0	4	3	2	3	0	1	3	0	3	0	1
3	1	2	1	0	0	0	0	0	1	0	1	0	2	3	1	0	0	2	3	1	0	3	0	0	0	0	0	3	3	0	3	0	0	0	3	0	1	1	1	3	2	4	3	0	3	0	0	3	3	1	0	0	0	4	3	2	3	0	1	3	0	3	0	1
3	1	2	0	0	0	0	0	0	0	0	1	0	2	3	1	0	0	2	3	1	3	3	0	0	0	0	0	3	3	1	3	0	0	0	3	0	1	1	1	4	0	4	3	3	3	0	0	3	3	1	0	0	0	4	3	2	3	0	1	0	0	3	0	1
3	1	2	1	0	0	0	0	0	0	0	1	0	2	3	1	0	0	2	3	1	3	3	3	0	0	0	0	0	3	4	3	0	0	0	3	0	1	1	1	3	0	3	3	3	0	0	0	3	3	1	0	0	0	4	0	0	0	0	1	0	0	3	0	1
3	4	2	4	3	0	0	0	0	1	3	1	0	2	0	4	0	0	2	3	1	0	0	0	0	0	0	0	0	3	1	1	0	4	0	3	0	4	1	4	1	0	1	0	0	0	0	0	3	3	1	0	0	0	4	3	2	3	1	1	0	1	3	2	3
3	4	2	4	3	0	0	0	0	0	3	1	0	2	0	4	0	1	2	0	1	0	0	1	0	0	0	0	3	3	1	1	0	4	0	3	1	4	1	4	4	2	4	0	0	3	0	0	3	3	1	0	0	0	4	3	2	3	0	1	3	3	3	2	3
3	0	2	0	0	0	0	0	0	0	3	1	0	2	3	1	0	1	2	0	1	3	3	1	0	0	0	0	3	3	0	0	0	1	0	3	0	1	1	1	0	0	1	3	3	3	0	0	3	3	1	0	0	0	4	3	2	3	0	1	3	0	3	2	0
3	1	2	1	3	0	0	0	0	0	3	1	0	2	3	1	0	0	2	3	1	3	3	0	0	0	0	3	3	3	0	3	1	0	3	3	0	1	1	1	0	0	1	3	3	3	0	0	3	3	1	0	0	3	4	3	2	3	0	1	2	0	3	2	0
3	0	2	0	3	0	0	0	0	0	3	1	0	2	3	1	0	0	2	3	1	3	3	0	0	0	0	0	3	3	0	3	1	0	3	3	0	1	1	1	0	0	3	3	3	3	0	0	3	3	1	0	0	3	4	3	2	3	0	1	2	0	3	2	0
3	1	2	1	3	0	0	0	1	0	3	1	0	2	3	1	0	0	2	3	1	3	3	0	0	0	0	0	3	3	1	3	1	0	0	3	0	1	1	1	4	0	4	3	3	3	0	0	3	3	1	0	0	0	4	3	2	3	0	0	2	0	3	2	0
3	4	2	4	0	0	0	0	1	0	3	1	0	2	3	1	0	0	2	0	1	3	3	0	0	0	0	3	0	3	4	3	1	0	0	3	0	1	1	1	4	0	4	3	3	3	3	0	0	3	1	0	0	0	4	0	0	0	0	1	2	0	3	2	0
3	4	2	4	3	0	0	0	1	0	0	1	0	2	0	4	0	0	2	3	1	0	3	0	1	0	0	0	0	3	1	1	1	4	3	3	0	4	1	4	4	0	4	3	0	3	0	0	3	3	1	0	0	3	4	3	2	3	1	1	2	1	3	2	3
3	4	2	4	3	0	0	0	0	0	0	1	0	2	0	4	0	0	2	0	1	0	3	1	1	0	0	0	3	3	1	1	1	4	0	3	1	4	1	4	4	0	4	3	0	3	0	0	3	3	1	0	0	0	4	3	2	3	1	0	2	0	3	2	3
3	0	2	0	3	0	0	0	0	0	0	1	0	2	3	1	0	0	2	3	1	3	3	0	1	0	0	0	3	3	0	0	1	1	0	3	0	1	1	1	0	0	3	3	3	3	0	0	3	3	1	0	0	0	4	3	2	3	0	1	2	0	3	2	0
3	0	2	0	3	0	0	0	0	0	0	1	0	2	3	1	0	0	2	3	1	3	3	0	1	0	0	0	3	3	1	0	1	1	3	3	0	1	1	1	4	0	4	3	3	3	0	0	3	3	1	0	0	3	4	3	2	3	0	1	2	0	3	2	0
3	0	2	0	3	0	0	0	1	0	0	1	0	2	3	1	0	0	2	3	1	3	3	0	1	0	0	0	3	3	1	3	1	0	3	3	0	1	1	1	4	0	4	3	3	3	0	0	3	3	1	0	0	3	4	3	2	3	0	1	2	0	3	2	0
3	1	2	1	3	0	0	0	1	0	0	1	0	2	3	1	0	0	2	3	1	3	3	0	1	0	0	0	3	3	0	3	1	0	0	3	0	1	1	1	4	0	4	3	3	3	0	0	3	3	1	0	0	0	4	3	2	3	0	1	2	1	3	2	0
3	1	2	1	3	0	0	0	1	0	0	1	0	2	3	1	1	0	2	3	1	3	3	3	1	0	0	0	0	3	1	3	1	0	3	3	0	1	1	1	4	0	4	3	3	0	0	3	0	3	1	0	0	3	4	0	2	0	1	1	2	1	3	2	0
3	4	2	4	3	0	1	0	1	0	0	1	0	0	0	4	1	0	2	3	1	3	0	0	1	0	0	0	0	3	4	0	1	4	3	3	0	4	1	4	4	0	4	0	3	0	0	0	3	3	1	0	0	3	4	3	2	3	1	1	2	1	3	2	3
3	4	2	4	3	0	1	0	1	0	0	1	0	0	3	4	1	0	2	3	1	3	0	0	1	0	0	0	3	3	1	1	1	4	0	3	1	4	1	4	1	0	0	0	3	0	0	0	3	3	1	0	0	0	4	3	2	3	1	0	2	0	3	2	3
3	0	2	0	3	0	1	0	1	0	0	1	0	0	3	1	1	0	2	3	1	3	0	0	1	0	0	0	3	3	0	3	1	0	0	3	0	1	1	1	0	0	3	0	3	3	0	0	3	3	1	0	0	0	4	3	2	3	1	1	2	1	3	2	0
3	0	2	0	3	0	0	0	1	0	0	1	0	0	3	1	1	0	2	3	1	3	3	0	1	0	0	0	3	3	1	0	1	1	3	3	0	1	1	1	0	0	3	3	3	3	0	0	3	3	1	0	0	3	4	3	2	3	1	1	2	0	3	2	0
3	0	2	0	3	0	1	0	1	0	0	1	0	2	3	1	1	0	2	3	1	3	3	0	1	0	0	0	3	3	0	3	1	0	3	3	0	1	1	1	3	0	3	3	3	3	0	0	3	3	1	0	0	3	4	3	2	3	1	1	2	1	3	2	0
3	1	2	1	3	0	0	0	1	0	0	1	0	2	3	1	1	0	2	0	1	3	3	1	1	0	0	0	3	3	0	3	1	0	0	3	0	1	1	1	4	0	4	3	3	3	0	0	0	3	1	0	0	0	4	3	2	3	0	1	2	1	3	2	0
3	1	2	1	3	0	1	0	1	0	0	1	0	0	3	1	1	0	2	0	1	3	3	0	1	0	0	0	0	3	4	3	1	1	3	3	0	1	1	1	4	0	4	3	3	0	0	0	0	3	1	0	0	3	4	0	0	0	0	1	2	1	3	2	0
3	4	2	4	3	0	1	0	1	0	0	1	0	0	3	4	1	0	2	3	1	0	0	3	1	1	0	0	0	3	1	1	1	4	3	3	0	4	1	4	1	0	0	0	0	0	0	0	3	3	1	0	0	3	4	3	2	3	1	1	2	1	3	2	3
3	4	2	4	3	0	1	0	1	0	0	1	0	0	1	4	1	0	2	0	1	0	0	4	1	1	0	0	3	3	1	0	1	4	0	3	1	4	1	4	1	0	0	0	0	0	0	0	3	0	1	0	0	0	4	3	2	3	1	0	2	0	3	0	3
3	1	2	1	3	0	0	0	1	0	0	1	0	0	3	1	1	0	2	0	1	0	0	1	1	1	0	0	3	3	1	0	1	1	0	3	0	1	1	1	4	0	4	0	0	0	0	0	3	3	1	0	0	0	4	3	2	3	0	0	2	1	3	2	0
3	0	2	0	3	0	0	0	1	0	0	1	0	0	3	1	1	0	2	0	1	3	0	1	1	1	0	0	3	3	0	0	1	1	3	3	0	1	1	1	0	0	0	0	3	0	0	0	3	3	1	0	0	3	4	3	2	3	1	0	2	1	3	2	0
3	1	2	1	3	0	0	0	1	0	0	1	0	0	3	1	1	0	2	3	1	3	0	0	1	1	0	0	3	3	0	3	1	0	3	3	3	1	1	1	4	0	4	0	3	0	0	0	3	3	1	0	0	3	2	3	2	3	1	0	2	4	3	2	0
3	1	2	1	3	0	1	0	1	1	0	1	0	2	3	1	1	0	2	0	1	3	3	1	1	1	0	0	3	3	1	3	1	0	0	3	0	1	1	1	4	0	4	0	3	3	0	0	0	0	1	0	0	0	2	3	2	0	1	0	2	4	3	0	0
3	4	2	4	3	0	1	0	1	1	0	1	0	0	3	1	1	1	2	0	1	3	3	0	1	1	0	0	0	3	1	0	1	1	3	3	0	1	1	1	1	0	1	3	3	0	0	0	0	3	1	0	0	3	2	3	2	0	1	0	2	4	3	2	0
3	4	2	4	3	0	1	0	1	1	3	1	0	2	0	4	1	1	2	3	1	0	0	3	1	1	0	0	3	3	1	0	1	4	3	3	0	4	1	4	0	0	1	0	0	0	0	0	3	3	1	0	0	3	2	3	2	3	1	1	2	4	3	2	3
3	4	2	4	3	0	0	0	1	0	3	1	0	2	3	4	1	1	2	3	1	0	0	0	1	1	0	0	3	3	1	0	1	1	0	3	1	4	1	4	0	2	1	0	0	0	0	0	3	3	1	0	0	0	2	3	2	3	1	0	2	1	3	2	3
3	1	2	1	3	0	0	0	1	0	3	1	0	2	3	1	1	1	2	3	1	0	0	3	1	1	0	0	3	3	1	0	1	1	0	3	0	4	1	4	3	2	1	0	0	0	0	0	3	3	1	0	0	0	2	3	2	3	1	0	2	1	3	2	0
3	0	2	0	3	0	0	0	0	0	3	1	0	2	3	1	1	1	2	3	1	0	0	3	1	1	0	0	3	3	0	0	1	1	3	3	0	1	1	1	4	2	4	0	0	0	0	0	3	3	1	0	0	3	2	3	2	3	1	0	2	1	3	2	0
3	1	2	1	3	0	0	0	0	1	3	1	0	2	3	1	1	1	2	3	1	0	3	3	1	1	0	0	3	3	1	3	1	0	3	3	0	4	1	4	1	2	4	0	0	3	0	0	3	3	1	0	0	3	2	3	2	0	1	0	2	4	3	2	0
3	0	2	0	0	0	0	0	1	1	3	1	0	2	3	1	1	1	2	3	1	3	3	3	1	1	0	0	3	3	0	3	1	3	0	3	0	1	1	1	0	2	1	3	0	3	0	0	3	3	1	0	1	0	2	3	2	0	1	0	2	4	3	2	0
3	4	2	4	0	0	0	0	0	1	3	1	1	2	3	1	1	1	2	3	1	3	3	3	1	1	0	0	0	3	4	3	1	0	3	3	0	1	1	1	4	0	0	3	3	0	0	0	0	3	1	0	1	3	2	0	0	0	1	0	2	4	3	0	1
3	4	2	4	3	0	0	0	1	1	3	1	1	2	0	4	1	1	2	3	1	0	0	0	1	1	0	0	0	3	1	1	1	4	3	3	3	4	1	4	4	2	4	0	0	0	0	0	3	3	1	0	1	3	2	3	2	3	4	0	2	4	3	2	3
3	1	2	1	3	0	0	1	1	1	3	1	1	2	3	4	1	1	2	3	1	0	0	0	1	1	0	0	0	3	1	1	1	4	0	3	1	4	1	4	3	2	4	0	0	0	0	0	3	3	1	0	1	0	2	3	2	3	1	0	2	1	3	2	3
3	0	2	0	3	0	0	1	0	1	3	1	1	2	3	1	1	1	2	3	1	0	0	0	0	1	0	0	3	3	1	0	1	1	0	3	0	4	1	4	3	2	1	0	0	0	0	0	3	3	1	0	1	0	2	3	2	0	1	0	2	1	3	2	0
3	1	2	1	0	0	0	1	0	1	3	1	1	2	3	1	0	1	2	3	1	0	0	3	0	1	0	0	3	3	0	3	1	0	3	3	0	4	1	4	0	2	4	0	0	0	0	0	3	3	1	0	1	3	2	3	2	0	1	0	2	1	3	2	0
3	1	2	1	0	0	0	0	0	1	3	1	1	2	3	1	0	1	2	3	1	3	0	3	0	1	3	0	3	3	0	3	1	0	3	3	3	4	1	4	3	2	1	0	0	0	0	0	3	3	1	0	1	3	2	3	2	0	1	0	2	1	3	2	0
3	1	2	1	0	0	0	1	0	1	3	1	1	2	0	1	0	1	2	0	1	3	0	1	0	1	3	0	3	3	1	3	1	3	0	3	0	4	1	4	4	0	4	0	3	0	0	0	0	0	1	0	1	0	2	0	0	0	1	0	2	1	3	0	1
3	1	2	1	0	0	1	0	1	1	3	1	1	2	3	1	0	1	2	3	1	3	0	3	0	1	3	0	0	3	1	3	1	0	3	3	3	4	1	4	0	0	1	0	3	0	0	0	0	3	1	0	1	3	2	0	0	0	1	0	2	1	3	2	0
3	4	2	4	3	0	0	1	0	1	3	1	1	2	0	4	1	1	2	3	1	0	0	3	0	1	3	0	0	0	1	0	1	1	3	0	3	4	1	4	1	0	0	0	0	0	0	0	3	3	1	0	1	3	2	3	2	3	4	0	2	4	3	2	3
3	1	2	1	3	0	0	1	0	1	3	1	1	2	3	4	1	1	2	3	1	0	0	0	0	1	0	0	0	0	1	1	1	4	0	0	0	4	1	4	1	0	0	0	0	0	0	0	3	3	1	0	1	0	2	3	2	3	1	0	2	1	3	2	3
3	0	2	0	0	0	0	1	0	1	3	1	1	2	3	1	0	1	2	3	1	0	0	0	0	1	3	0	3	0	0	0	1	1	3	0	3	4	1	4	4	0	4	0	0	0	0	0	3	0	1	0	1	3	2	3	2	0	1	0	2	1	3	0	0
3	1	2	1	0	0	0	0	0	1	3	1	1	2	3	1	0	1	2	3	1	0	0	0	0	1	3	0	3	0	0	0	1	1	3	0	3	1	1	1	1	0	0	0	0	0	0	0	3	3	1	0	1	3	2	0	0	0	1	0	2	1	3	2	0
3	1	2	1	0	0	0	0	0	1	3	1	1	2	3	1	0	1	2	3	1	0	0	3	0	1	3	0	3	0	0	3	1	0	3	0	3	4	1	4	0	0	3	0	0	3	0	0	3	3	1	0	1	3	2	0	0	0	1	0	2	1	3	2	0
3	0	2	0	0	0	0	0	0	1	3	1	1	2	3	1	0	1	2	3	1	0	3	3	0	1	3	0	3	0	0	3	1	3	3	0	3	1	1	1	3	0	3	3	0	3	0	0	0	3	1	0	1	3	2	0	0	0	1	0	2	1	3	0	1
3	1	2	1	0	0	0	1	0	1	3	1	1	2	3	1	0	1	2	3	1	0	3	3	0	1	3	0	0	0	0	3	1	0	3	0	3	4	1	4	1	0	0	3	0	0	0	0	0	3	1	0	1	3	2	0	0	0	1	0	2	1	3	0	1
3	4	2	4	3	0	0	1	0	1	0	1	1	2	3	4	0	1	3	3	1	0	0	3	1	1	0	0	0	0	1	0	1	4	3	0	3	4	1	4	4	0	1	0	0	0	0	0	3	3	1	0	1	3	2	3	2	3	1	0	2	1	3	2	3
3	1	2	1	3	0	0	1	0	1	0	1	1	2	0	4	0	1	3	3	1	0	0	0	1	1	0	0	3	0	1	1	1	4	0	0	0	4	1	4	1	0	0	0	0	3	0	0	3	0	1	0	1	0	2	3	2	3	0	0	2	1	3	2	3
3	1	2	1	0	0	0	0	0	1	0	1	1	2	3	1	0	1	3	3	1	0	3	0	1	0	3	0	3	0	0	0	1	1	3	0	3	1	1	1	1	0	0	3	0	3	0	0	3	0	1	0	1	3	2	0	2	0	0	0	2	1	3	0	0
3	0	2	0	0	0	0	0	1	0	0	1	1	2	3	0	0	0	3	3	1	0	3	0	1	0	3	0	3	0	0	0	1	1	3	0	3	1	1	1	1	0	0	3	0	3	0	0	3	3	1	0	1	3	2	0	2	0	0	0	2	1	3	0	1
3	1	2	1	0	0	1	0	1	0	0	1	1	0	3	0	0	0	3	0	1	0	3	0	1	0	3	3	3	0	0	3	1	0	3	0	3	1	1	1	4	0	0	3	0	3	0	0	0	3	1	0	1	3	2	0	0	0	0	0	2	1	3	0	1
3	0	2	0	0	0	0	0	1	1	0	1	1	0	3	0	0	0	3	0	1	3	3	0	1	0	0	3	0	0	1	3	1	0	0	0	3	4	1	4	1	0	0	3	3	0	0	0	0	3	1	2	1	0	2	0	0	0	0	0	2	1	3	0	1
3	4	2	4	1	0	1	0	1	0	0	1	1	0	1	0	0	0	3	3	1	3	0	3	1	0	0	3	1	0	4	0	1	1	0	0	0	4	1	4	1	0	0	0	3	0	0	0	3	3	1	2	1	0	2	1	0	1	1	0	2	1	3	0	4
3	4	2	4	3	0	0	0	1	1	0	1	1	0	1	4	1	1	3	3	1	0	0	3	1	0	0	3	0	0	1	1	1	4	0	0	0	4	1	4	1	0	0	0	0	0	0	0	3	3	1	2	1	0	2	3	2	3	1	0	2	1	3	2	3
3	4	2	4	0	0	0	0	1	1	0	1	1	0	0	4	1	1	3	3	1	0	0	0	1	0	0	0	0	0	1	4	1	4	0	0	0	4	1	4	4	0	0	0	0	0	0	0	3	0	1	2	1	0	2	3	2	3	0	0	2	1	3	2	3
3	1	2	1	0	0	0	0	1	0	0	1	1	0	3	1	0	0	3	3	1	3	0	0	1	0	0	3	3	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	3	3	0	0	3	0	1	2	1	0	2	0	0	0	0	0	2	1	3	0	1
3	1	2	1	1	0	1	0	1	0	0	1	1	0	3	0	0	0	3	3	1	3	3	0	1	0	0	3	3	0	0	0	1	1	3	0	3	1	1	1	4	0	1	3	3	3	0	0	3	3	1	2	1	3	2	0	0	0	0	0	2	1	3	0	1
3	0	2	0	1	0	1	0	1	0	0	1	1	0	3	0	0	0	3	3	1	3	3	3	1	0	0	3	3	0	0	3	1	0	0	0	0	1	1	1	1	0	0	3	3	3	0	0	3	3	1	2	1	0	2	0	0	0	0	3	2	1	3	0	1
